,Reference,Name,Pronunciation,Image_Reference,Length,Type,Diet,Period,Area,Taxonomy,Named_By,Species,Teeth,Food,Movement
33,https://www.nhm.ac.uk/discover/dino-directory/aucasaurus.html,Aucasaurus,aw-ka-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Aucasaurus.jpg,5.0m,large theropod,carnivorous,"Late Cretaceous, 84-71 million years ago",Argentina,"Dinosauria, Saurischia, Theropoda, Neotheropoda, Ceratosauria, Neoceratosauria, Abelisauroidea, Abelisauria","Coria, Chiappe and Dingus (2002)",garridoi,,,
34,https://www.nhm.ac.uk/discover/dino-directory/austrosaurus.html,Austrosaurus,aws-troh-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Austrosaurus.jpg,15.0m,sauropod,herbivorous,"Early Cretaceous, 112-99 million years ago",Argentina,"Dinosauria, Saurischia, Sauropodomorpha, Sauropoda, Eusauropoda, Neosauropoda, Macronaria, Camarasauromorpha, Titanosauriformes, Titanosauria",Longman (1933),mckillopi,,,
35,https://www.nhm.ac.uk/discover/dino-directory/avaceratops.html,Avaceratops,ay-va-ker-ah-tops,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Avaceratops.jpg,2.3m,ceratopsian,herbivorous,"Late Cretaceous, 80-75 million years ago",Argentina,"Dinosauria, Ornithischia, Genasauria, Cerapoda, Marginocephalia, Ceratopsia, Neoceratopsia, Coronosauria, Ceratopsidae, Centrosaurinae",Dodson (1986),lammersi,,,
36,https://www.nhm.ac.uk/discover/dino-directory/avimimus.html,Avimimus,ah-vee-MEEM-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/avim.jpg,1.5m,small theropod,omnivorous,"Late Cretaceous, 80-75 million years ago",Argentina,"Dinosauria, Saurischia, Theropoda, Neotheropoda, Tetanurae, Avetheropoda, Coelurosauria, Tyrannoraptora, Maniraptoriformes, Maniraptora, Oviraptorosauria, Avimimidae",Kurzanov (1981),portentosus,,,
37,https://www.nhm.ac.uk/discover/dino-directory/bactrosaurus.html,Bactrosaurus,bak-troh-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Bactrosaurus.jpg,6.0m,euornithopod,herbivorous,"Late Cretaceous, 84-71 million years ago",Argentina,"Dinosauria, Ornithischia, Genasauria, Cerapoda, Ornithopoda, Euornithopoda, Iguanadontia, Euiguanadontia, Dryomorpha, Ankylopollexia, Iguanodontoidea, Hadrosauridae",Gilmore (1933),johnsoni,,,
38,https://www.nhm.ac.uk/discover/dino-directory/bagaceratops.html,Bagaceratops,Bag-a-ser-a-tops,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Bagaceratops.jpg,1.0m,ceratopsian,herbivorous,"Late Cretaceous, 85-80 million years ago",Argentina,"Dinosauria, Ornithischia, Genasauria, Cerapoda, Marginocephalia, Ceratopsia, Neoceratopsia, Bagaceratopsidae",Maryanska and Osmolska (1975),rozhdestvenskyi,,,
39,https://www.nhm.ac.uk/discover/dino-directory/bambiraptor.html,Bambiraptor,bam-bee-rap-tor,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Bambiraptor.jpg,1.0m,small theropod,carnivorous,"Late Cretaceous, 84-71 million years ago",Argentina,"Dinosauria, Saurischia, Theropoda, Neotheropoda, Tetanurae, Avetheropoda, Coelurosauria, Tyrannoraptora, Maniraptoriformes, Maniraptora, Paraves, Eumaniraptora, Dromaeosauridae","Burnham, Derstler, Currie, Bakker, Zhou and Ostrom (2000)",feinbergorum,,,
40,https://www.nhm.ac.uk/discover/dino-directory/barapasaurus.html,Barapasaurus,Bar-rap-oh-SORE-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/barapa.jpg,14.0m,sauropod,herbivorous,"Early Jurassic, 185-170 million years ago",Argentina,"Dinosauria, Saurischia, Sauropodomorpha, Sauropoda, Eusauropoda, Cetiosauridae","Jain, Kutty, Roy-Chowdhury and Chatterjee (1975)",tagorei,,,
41,https://www.nhm.ac.uk/discover/dino-directory/barosaurus.html,Barosaurus,BAR-oh-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/baro.jpg,24.0m,sauropod,herbivorous,"Late Jurassic, 155-145 million years ago",Argentina,"Dinosauria, Saurischia, Sauropodomorpha, Sauropoda, Eusauropoda, Neosauropoda, Diplodocoidea, Diplodocidae",Marsh (1890),lentus,,,
42,https://www.nhm.ac.uk/discover/dino-directory/baryonyx.html,Baryonyx,bah-ree-ON-icks,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/bary.jpg,10.0m,large theropod,carnivorous,"Early Cretaceous, 125 million years ago","England,Spain,United Kingdom","Dinosauria, Saurischia, Theropoda, Neotheropoda, Tetanurae, Spinosauroidea, Spinosauridae, Baryonychinae",Charig and Milner (1987),walkeri,"sharp, finely serrated teeth","fish, Iguanodon",on 2 legs
43,https://www.nhm.ac.uk/discover/dino-directory/becklespinax.html,Becklespinax,beck-el-spien-aks,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Becklespinax.jpg,5.0m,large theropod,carnivorous,"Early Cretaceous, 142-132 million years ago","England,Spain,United Kingdom","Dinosauria, Saurischia, Theropoda, Neotheropoda, Tetanurae",Paul (1988),altispinax,,,
44,https://www.nhm.ac.uk/discover/dino-directory/beipiaosaurus.html,Beipiaosaurus,bay-pyow-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Beipiaosaurus.jpg,2.0m,small theropod,omnivorous,"Early Cretaceous, 127-121 million years ago","England,Spain,United Kingdom","Dinosauria, Saurischia, Theropoda, Neotheropoda, Tetanurae, Avetheropoda, Coelurosauria, Tyrannoraptora, Maniraptoriformes, Maniraptora, Therizinosauroidea","Xu, Tang and Wang (1999)",inexpectus,,,
45,https://www.nhm.ac.uk/discover/dino-directory/bellusaurus.html,Bellusaurus,bel-uh-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Bellusaurus.jpg,5.0m,sauropod,herbivorous,"Mid Jurassic, 180-159 million years ago","England,Spain,United Kingdom","Dinosauria, Saurischia, Sauropodomorpha, Sauropoda, Eusauropoda, Neosauropoda, Macronaria",Dong and Azuma (1990),sui,,,
46,https://www.nhm.ac.uk/discover/dino-directory/borogovia.html,Borogovia,bor-o-goh-vee-a,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Borogovia.jpg,1.5m,small theropod,carnivorous,"Late Cretaceous, 84-65 million years ago","England,Spain,United Kingdom","Dinosauria, Saurischia, Theropoda, Neotheropoda, Tetanurae, Avetheropoda, Coelurosauria, Tyrannoraptora, Maniraptoriformes, Maniraptora, Paraves, Eumaniraptoria, Troodontidae",OsmÃ³lska (1987),gracilicrus,,,
47,https://www.nhm.ac.uk/discover/dino-directory/brachiosaurus.html,Brachiosaurus,BRAK-ee-oh-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/brach.jpg,30.0m,sauropod,herbivorous,"Late Jurassic, 155-140 million years ago","England,Spain,United Kingdom","Dinosauria, Saurischia, Sauropodomorpha, Sauropoda, Eusauropoda, Neosauropoda, Macronaria, Camarasauromorpha, Titanosauriformes, Brachiosauridae",Riggs (1903),altithorax,,,
48,https://www.nhm.ac.uk/discover/dino-directory/brachylophosaurus.html,Brachylophosaurus,brak-i-lof-oh-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Brachylophosaurus.jpg,7.0m,euornithopod,herbivorous,"Late Cretaceous, 89-88 million years ago","England,Spain,United Kingdom","Dinosauria, Ornithischia, Genasauria, Cerapoda, Ornithopoda, Euornithopoda, Iguanadontia, Euiguanadontia, Dryomorpha, Ankylopollexia, Iguanodontoidea, Hadrosauridae, Euhadrosauria, Hadrosaurinae",C. M. Sternberg (1953),canadensis,,,
49,https://www.nhm.ac.uk/discover/dino-directory/brachytrachelopan.html,Brachytrachelopan,brak-i-trak-eh-loh-pan,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Brachytrachelopan.jpg,10.0m,sauropod,herbivorous,"Mid Jurassic, 150 million years ago","England,Spain,United Kingdom","Dinosauria, Saurischia, Sauropodomorpha, Sauropoda, Eusauropoda, Neosauropoda, Diplodocoidea, Dicraeosauridae","Rauhut, Remes, Fechner, Cladera and Puerta (2005)",mesai,,,
50,https://www.nhm.ac.uk/discover/dino-directory/buitreraptor.html,Buitreraptor,bwee-tree-rap-tor,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Buitreraptor.jpg,1.3m,small theropod,carnivorous,"Late Cretaceous, 99-90 million years ago","England,Spain,United Kingdom","Dinosauria, Saurischia, Theropoda, Neotheropoda, Tetanurae, Avetheropoda, Coelurosauria, Tyrannoraptora, Maniraptoriformes, Maniraptora, Paraves, Eumaniraptora, Dromaeosauridae, Unenlagiinae","Makovicky, ApesteguÃ­a & Agnolin (2005)",gonzalezorum,,,
51,https://www.nhm.ac.uk/discover/dino-directory/camarasaurus.html,Camarasaurus,KAM-ar-a-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/camara.jpg,23.0m,sauropod,herbivorous,"Late Jurassic, 150-140 million years ago",USA,"Dinosauria, Saurischia, Sauropodomorpha, Sauropoda, Eusauropoda, Neosauropoda, Macronaria, Camarasauromorpha, Camarasauridae",Cope (1877),supremus,"chisel-like, sharp, snipping teeth",tough plant material,on 4 legs
52,https://www.nhm.ac.uk/discover/dino-directory/camptosaurus.html,Camptosaurus,KAMP-toe-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/campto.jpg,5.0m,euornithopod,herbivorous,"Late Jurassic, 155-145 million years ago","England,United Kingdom,USA","Dinosauria, Ornithischia, Genasauria, Cerapoda, Ornithopoda, Euornithopoda, Iguanadontia, Euiguanadontia, Dryomorpha, Ankylopollexia",Marsh (1885),dispar,beak and grinding teeth,plants,on 2 or 4 legs
53,https://www.nhm.ac.uk/discover/dino-directory/carcharodontosaurus.html,Carcharodontosaurus,Kar-KAR-o-don-toe-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/carch.jpg,15.0m,large theropod,carnivorous,"Late Cretaceous, 98-94 million years ago","England,United Kingdom,USA","Dinosauria, Saurischia, Theropoda, Neotheropoda, Tetanurae, Avetheropoda, Carnosauria, Allosauroidea, Carcharodontosauridae",Stromer (1931),saharicus,,,
54,https://www.nhm.ac.uk/discover/dino-directory/carnotaurus.html,Carnotaurus,Kar-noh-TORE-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/carnoto.jpg,7.6m,large theropod,carnivorous,"Late Cretaceous, 70 million years ago","England,United Kingdom,USA","Dinosauria, Saurischia, Theropoda, Neotheropoda, Ceratosauria, Neoceratosauria, Abelisauridae",Bonaparte (1985),sastrei,,,
55,https://www.nhm.ac.uk/discover/dino-directory/caudipteryx.html,Caudipteryx,caw-dip-ter-iks,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/caudip.jpg,1.0m,small theropod,omnivorous,"Late Cretaceous, 70 million years ago","England,United Kingdom,USA","Dinosauria, Saurischia, Theropoda, Neotheropoda, Tetanurae, Avetheropoda, Coelurosauria, Tyrannoraptora, Maniraptoriformes, Maniraptora, Oviraptorosauria, Caudipterygidae","Ji, Currie, Norell and Ji. (1998)",zoui,"sharp teeth that pointed outwards, at the front of the upper jaw only",,
56,https://www.nhm.ac.uk/discover/dino-directory/cedarpelta.html,Cedarpelta,see-dar-pel-tuh,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Cedarpelta.jpg,10.0m,armoured dinosaur,herbivorous,"Early Cretaceous, 142-127 million years ago","England,United Kingdom,USA","Dinosauria, Ornithischia, Genasauria, Thyreophora, Ankylosauromorpha, Ankylosauria, Ankylosauridae","Carpenter, Kirkland, Burge and Bird (2001)",bilbeyhallorum,,,
57,https://www.nhm.ac.uk/discover/dino-directory/centrosaurus.html,Centrosaurus,Cen-TROH-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/centro.jpg,6.0m,ceratopsian,herbivorous,"Late Cretaceous, 76-74 million years ago",Canada,"Dinosauria, Ornithischia, Genasauria, Cerapoda, Marginocephalia, Ceratopsia, Neoceratopsia, Coronosauria, Ceratopsidae, Centrosaurinae",apertus,,horny beak,tough plant material,on 4 legs
58,https://www.nhm.ac.uk/discover/dino-directory/ceratosaurus.html,Ceratosaurus,Keh-RAT-oh-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/cerato.jpg,6.0m,large theropod,carnivorous,"Late Jurassic, 150-144 million years ago",Canada,"Dinosauria, Saurischia, Theropoda, Neotheropoda, Ceratosauria, Neoceratosauria",Marsh (1884),nasicornis,,,
59,https://www.nhm.ac.uk/discover/dino-directory/cetiosauriscus.html,Cetiosauriscus,see-tee-oh-SORE-is-kuss,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/cetios.jpg,15.0m,sauropod,herbivorous,"Mid Jurassic, 175-160 million years ago",Canada,"Dinosauria, Saurischia, Sauropodomorpha, Sauropoda, Eusauropoda, Neosauropoda, Diplodocoidea",von Huene (1927),stewarti,,,
60,https://www.nhm.ac.uk/discover/dino-directory/cetiosaurus.html,Cetiosaurus,See-TEE-oh-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/cetio.jpg,18.0m,sauropod,herbivorous,"Mid Jurassic, 170-160 million years ago",Canada,"Dinosauria, Saurischia, Sauropodomorpha, Sauropoda, Eusauropoda, Cetiosauridae",Phillips (1871),oxoniensis,,,
61,https://www.nhm.ac.uk/discover/dino-directory/chaoyangsaurus.html,Chaoyangsaurus,chow-yahng-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Chaoyangsaurus.jpg,1.1m,ceratopsian,herbivorous,"Late Jurassic, 99-65 million years ago",Canada,"Dinosauria, Ornithischia, Genasauria, Cerapoda, Marginocephalia, Ceratopsia, Neoceratopsia","Zhao, Cheng and Xu (1999)",youngi,,,
62,https://www.nhm.ac.uk/discover/dino-directory/chasmosaurus.html,Chasmosaurus,KAZ-mo-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/chasmo.jpg,5.0m,ceratopsian,herbivorous,"Late Cretaceous, 76-74 million years ago",Canada,"Dinosauria, Ornithischia, Genasauria, Cerapoda, Marginocephalia, Ceratopsia, Neoceratopsia, Coronosauria, Ceratopsidae, Chasmosaurinae",belli,,horny beak,plant material,on 4 legs
63,https://www.nhm.ac.uk/discover/dino-directory/chindesaurus.html,Chindesaurus,chin-dee-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Chindesaurus.jpg,4.0m,small theropod,carnivorous,"Late Triassic, 227-210 million years ago",Canada,"Dinosauria, Saurischia, Theropoda, Herrerasauridae",Long and Murry (1995),bryansmalli,,,
64,https://www.nhm.ac.uk/discover/dino-directory/chinshakiangosaurus.html,Chinshakiangosaurus,jing-sha-kiang-oh-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Chinshakiangosaurus.jpg,11.0m,sauropod,herbivorous,"Late Jurassic, 159-142 million years ago",Canada,"Dinosauria, Saurischia, Sauropodomorpha, Sauropoda",Yeh (1975),zhongheensis,,,
65,https://www.nhm.ac.uk/discover/dino-directory/chirostenotes.html,Chirostenotes,kie-ro-sten-oh-teez,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Chirostenotes.jpg,1.7m,small theropod,omnivorous,"Late Jurassic, 79-67 million years ago",Canada,"Dinosauria, Saurischia, Theropoda, Neotheropoda, Tetanurae, Avetheropoda, Coelurosauria, Tyrannoraptora, Maniraptoriformes, Maniraptora, Oviraptorosauria, Caenagnathoidea, Caenagnathidae",Gilmore (1924),pergracilis,,,
66,https://www.nhm.ac.uk/discover/dino-directory/chubutisaurus.html,Chubutisaurus,choo-boot-i-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Chubutisaurus.jpg,23.0m,sauropod,herbivorous,"Early Cretaceous, 112-99 million years ago",Canada,"Dinosauria, Saurischia, Sauropodomorpha, Sauropoda, Eusauropoda, Neosauropoda, Macronaria, Camarasauromorpha, Titanosauriformes, Titanosauria",Corro (1974),insignis,,,
67,https://www.nhm.ac.uk/discover/dino-directory/chungkingosaurus.html,Chungkingosaurus,chung-ching-oh-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Chungkingosaurus.jpg,4.0m,armoured dinosaur,herbivorous,"Late Jurassic, 159-142 million years ago",Canada,"Dinosauria, Ornithischia, Genasauria, Thyreophora, Stegosauria, Stegosauridae, Stegosaurinae","Dong, Zhou and Zhang (1983)",jiangbeiensis,,,
68,https://www.nhm.ac.uk/discover/dino-directory/citipati.html,Citipati,chit-i-puh-tih,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Citipati.jpg,2.1m,small theropod,omnivorous,"Late Cretaceous, 81-75 million years ago",Canada,"Dinosauria, Saurischia, Theropoda, Neotheropoda, Tetanurae, Avetheropoda, Coelurosauria, Tyrannoraptora, Maniraptoriformes, Maniraptora, Oviraptorosauria, Caenagnathoidea, Oviraptoridae, Oviraptorinae","Clark, Norell and Barsbold (2001)",osmolskae,,,
69,https://www.nhm.ac.uk/discover/dino-directory/coelophysis.html,Coelophysis,seel-OH-fie-sis,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/coelo.jpg,2.0m,small theropod,carnivorous,"Late Triassic, 225-190 million years ago","South Africa,USA,Zimbabwe","Dinosauria, Saurischia, Theropoda, Neotheropoda, Coelophysoidea, Coelophysidae",bauri,,small and sharp,vertebrates,on 2 legs
70,https://www.nhm.ac.uk/discover/dino-directory/coelurus.html,Coelurus,seel-YEW-rus,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/coelurus.jpg,1.8m,small theropod,carnivorous,"Late Jurassic, 155-145 million years ago","South Africa,USA,Zimbabwe","Dinosauria, Saurischia, Theropoda, Neotheropoda, Tetanurae, Avetheropoda, Coelurosauria",Marsh (1879),fragilis,,,
71,https://www.nhm.ac.uk/discover/dino-directory/coloradisaurus.html,Coloradisaurus,ko-lo-rahd-i-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Coloradisaurus.jpg,4.0m,sauropod,omnivorous,"Late Triassic, 221-210 million years ago","South Africa,USA,Zimbabwe","Dinosauria, Saurischia, Sauropodomorpha, Prosauropoda, Plateosauria, Plateosauridae",Bonaparte (1978),brevis,,,
72,https://www.nhm.ac.uk/discover/dino-directory/compsognathus.html,Compsognathus,Komp-sog-NATH-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Compsognathus.jpg,0.65m,small theropod,carnivorous,"Late Jurassic, 145-140 million years ago","France,Germany","Dinosauria, Saurischia, Theropoda, Neotheropoda, Tetanurae, Avetheropoda, Coelurosauria, Compsognathidae",Wagner (1859),longipes,sharp,vertebrates,on 2 legs
73,https://www.nhm.ac.uk/discover/dino-directory/conchoraptor.html,Conchoraptor,kon-koh-rap-tor,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Conchoraptor.jpg,1.5m,small theropod,carnivorous,"Late Cretaceous, 81-76 million years ago","France,Germany","Dinosauria, Saurischia, Theropoda, Neotheropoda, Tetanurae, Avetheropoda, Coelurosauria, Tyrannoraptora, Maniraptoriformes, Maniraptora, Oviraptorosauria, Caenagnathoidea, Oviraptoridae, Ingeniinae",Barsbold (1986),gracilis,,,
74,https://www.nhm.ac.uk/discover/dino-directory/confuciusornis.html,Confuciusornis,kon-few-shus-or-niss,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Confuciusornis.jpg,0.25m,small theropod,carnivorous,"Early Cretaceous, 127-121 million years ago","France,Germany","Dinosauria, Saurischia, Theropoda, Neotheropoda, Tetanurae, Avetheropoda, Coelurosauria, Tyrannoraptora, Maniraptoriformes, Maniraptora, Paraves, Eumaniraptoria, Avialae, Ornithurae, Avibrevicauda, Pygostylia, Confuciusornithidae","Hou, Zhou, Gu and Zhang (1995)",sanctus,,,
75,https://www.nhm.ac.uk/discover/dino-directory/corythosaurus.html,Corythosaurus,koh-rith-OH-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/coryth.jpg,10.0m,euornithopod,herbivorous,"Late Cretaceous, 76-74 million years ago","France,Germany","Dinosauria, Ornithischia, Genasauria, Cerapoda, Ornithopoda, Euornithopoda, Iguanadontia, Euiguanadontia, Dryomorpha, Ankylopollexia, Iguanodontoidea, Hadrosauridae, Euhadrosauria, Lambeosaurinae",Brown (1914),casuarius,,,
76,https://www.nhm.ac.uk/discover/dino-directory/cryolophosaurus.html,Cryolophosaurus,cry-o-loaf-oh-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/cryolopho.jpg,8.0m,large theropod,carnivorous,"Early Jurassic, 170 million years ago",Antarctica,"Dinosauria, Saurischia, Theropoda, Neotheropoda, Tetanurae, Avetheropoda, Carnosauria",Hammer and Hickerson (1994),elliotti,many sharp and pointed teeth,other animals,on 2 legs
77,https://www.nhm.ac.uk/discover/dino-directory/dacentrurus.html,Dacentrurus,dah-sen-troo-russ,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/dacentr.jpg,6.0m,armoured dinosaur,herbivorous,"Late Jurassic, 154-150 million years ago",Antarctica,"Dinosauria, Ornithischia, Genasauria, Thyreophora, Stegosauria, Stegosauridae",Lucas (1902),armatus,,,
78,https://www.nhm.ac.uk/discover/dino-directory/daspletosaurus.html,Daspletosaurus,da-PLEE-toe-SORE-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/daspelet.jpg,9.0m,large theropod,carnivorous,"Late Cretaceous, 76-74 million years ago",Antarctica,"Dinosauria, Saurischia, Theropoda, Neotheropoda, Tetanurae, Avetheropoda, Coelurosauria, Tyrannoraptora, Tyrannosauroidea, Tyrannosauridae, Tyrannosaurinae",Russell (1970),torosus,,,
79,https://www.nhm.ac.uk/discover/dino-directory/datousaurus.html,Datousaurus,dah-too-SORE-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/datou.jpg,15.0m,sauropod,herbivorous,"Mid Jurassic, 170 million years ago",Antarctica,"Dinosauria, Saurischia, Sauropodomorpha, Sauropoda",Dong and Tang (1984),bashanensis,,,
80,https://www.nhm.ac.uk/discover/dino-directory/deinocheirus.html,Deinocheirus,DINE-oh-KIRE-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/deinoc.jpg,10.0m,large theropod,unknown,"Late Cretaceous, 70-65 million years ago",Antarctica,"Dinosauria, Saurischia, Theropoda, Neotheropoda, Tetanurae, Avetheropoda, Coelurosauria, Tyrannoraptora, Maniraptoriformes, Ornithomimosauria",OsmÃ³lska and Roniewicz (1970),mirificus,,,
81,https://www.nhm.ac.uk/discover/dino-directory/deinonychus.html,Deinonychus,die-NON-i-kuss,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/deinon.jpg,3.0m,small theropod,carnivorous,"Early Cretaceous, 120-110 million years ago",USA,"Dinosauria, Saurischia, Theropoda, Neotheropoda, Tetanurae, Avetheropoda, Coelurosauria, Tyrannoraptora, Maniraptoriformes, Maniraptora, Paraves, Eumaniraptora, Dromaeosauridae",Ostrom (1969),antirrhopus,backward-curving,"vertebrates, plant-eating dinosaurs",on 2 legs
82,https://www.nhm.ac.uk/discover/dino-directory/deltadromeus.html,Deltadromeus,del-tah-drohm-ee-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Deltadromeus.jpg,8.1m,large theropod,carnivorous,"Late Cretaceous, 99-94 million years ago",USA,"Dinosauria, Saurischia, Theropoda, Neotheropoda, Tetanurae, Avetheropoda, Coelurosauria","Sereno, Duthiel, Iarochene, Larsson, Lyon, Magwene, Sidor, Varricchio and Wilson (1996)",agilis,,,
83,https://www.nhm.ac.uk/discover/dino-directory/dicraeosaurus.html,Dicraeosaurus,die-KRAY-oh-SORE-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Dicraeosaurus.jpg,20.0m,sauropod,herbivorous,"Late Jurassic, 150-135 million years ago",USA,"Dinosauria, Saurischia, Sauropodomorpha, Sauropoda, Eusauropoda, Neosauropoda, Diplodocoidea, Dicraeosauridae",Janensch (1914),hansemanni,,,
84,https://www.nhm.ac.uk/discover/dino-directory/dilophosaurus.html,Dilophosaurus,die-LOAF-oh-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/dilopho.jpg,6.0m,large theropod,carnivorous,"Early Jurassic, 190 million years ago",USA,"Dinosauria, Saurischia, Theropoda, Neotheropoda, Dilophosauridae",wetherilli,,lots of sharp and curved teeth,other animals,on 2 legs
85,https://www.nhm.ac.uk/discover/dino-directory/diplodocus.html,Diplodocus,DIP-low DOCK-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/diplo.jpg,26.0m,sauropod,herbivorous,"Late Jurassic, 155-145 million years ago",USA,"Dinosauria, Saurischia, Sauropodomorpha, Sauropoda, Eusauropoda, Neosauropoda, Diplodocoidea, Diplodocidae",Marsh (1878),longus,rows of teeth like a comb,leaves from trees and soft plants,on 4 legs
86,https://www.nhm.ac.uk/discover/dino-directory/dromaeosaurus.html,Dromaeosaurus,DROM-ee-oh-saw-russ,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/droma.jpg,1.8m,small theropod,carnivorous,"Late Cretaceous, 76-74 million years ago","Canada,USA","Dinosauria, Saurischia, Theropoda, Neotheropoda, Tetanurae, Avetheropoda, Coelurosauria, Tyrannoraptora, Maniraptoriformes, Maniraptora, Paraves, Eumaniraptora, Dromaeosauridae",Matthew and Brown (1922),albertensis,"small, razor-sharp, backward-curving teeth",vertebrates,on 2 legs
